"VariableID";"VariableName";"UnitsAbbreviation";"ALT";"NEU";"STR";"EFH";"GEW";"ANDERE"
5;"Biologischer Sauerstoffbedarf";"mg/L";44.5714285714286;14.3425818095808;11.3527419624028;15;11.21875;19.2971004686824
6;"Chemischer Sauerstoffbedarf";"mg/L";123.1709375;88.9434615384615;244.033333333333;89.5785714285714;79.438901339936;125.03304102806
7;"Orthophosphat";"mg/L";0.104047619047619;0.038;0.044;0.196;0.0525771294368513;0.0869249496968941
8;"Gesamt-Phosphor";"mg/L";0.551428571428571;0.315;0.812941176470588;0.558888888888889;0.270853658536585;0.501822459064927
9;"Abfiltrierbare Stoffe";"mg/L";85.9217142857143;68.0986666666667;368.277777777778;107.2;98.2658536585366;145.552802477739
15;"Blei";"ug/L";41.8539393939394;13.8545454545455;52.65;27.94;137.933138344398;54.8463246385766
16;"Cadmium";"ug/L";0.2405625;0.280708043518337;0.61;0.252342907283054;1.31545276895659;0.539813243951596
17;"Chrom";"ug/L";4.0650743441909;3.03303876013253;29.6529411764706;5.4625;8.42505079836366;10.1277210158315
18;"Kupfer";"ug/L";55.5577142857143;76.763;188.277777777778;104.333333333333;645.163414634146;214.019048006194
19;"Nickel";"ug/L";3.63470588235294;3.87647058823529;14.73125;5.5;9.52875;7.45423529411765
20;"Titan";"ug/L";34.8377142857143;27.4698666666667;179.277777777778;37.8;43.9158536585366;64.6602424777391
21;"Vanadium";"ug/L";3.12176470588235;4.50360076674634;15.9928571428571;4.52;3.9724671446473;6.42213795202663
22;"Zink";"ug/L";1000.13142857143;142.33195058022;573.888888888889;258.888888888889;1978.52975609756;790.754182605397
23;"Koffein";"ug/L";1.29504817360353;0.696842105263158;1.09642857142857;0.809230769230769;1.48636363636364;1.07678265117793
24;"Carbamazepin";"ug/L";0;0;0.0128571428571429;0;0;0.00257142857142857
25;"Acesulfam";"ug/L";0.46;0.10952380952381;0.117142857142857;0.302857142857143;0.270454545454545;0.251995670995671
26;"Formylaminoantipyrin";"ug/L";0.0463500277210314;0.0105882352941176;0;0.112142857142857;0;0.0338162240316012
27;"Gabapentin";"ug/L";0.0197727272727273;0.01625;0.019375;0;0.0418181818181818;0.0194431818181818
28;"Tri-n-butyl- + Tri-iso-butylphosphat (TBP)";"ug/L";0.107296426667802;0.161095488656722;0.104230769230769;0.0557142857142857;0.0881064003188605;0.103288674117688
29;"Tris(2-chlorethyl)phosphat (TCEP)";"ug/L";0.0876086956521739;0.0684250627415741;0.1;0.0521428571428571;0.0885714285714286;0.0793496088216067
30;"Tris(2-chlor-1-methylethyl)phosphat (TCPP)";"ug/L";0.468947368421053;0.607623498778026;0.29;0.170833333333333;0.563157894736842;0.420112419053851
31;"Tris(1,3-dichlorisopropyl)phosphat (TDCP)";"ug/L";0.0633333333333333;0;0;0.0741666666666667;0;0.0275
32;"Tris(2-butoxyethyl) phosphat (TBEP)";"ug/L";2.209;1.11130198465364;0.263290969271366;0.19;2.89473684210526;1.33366595920605
33;"Benzylbutylphthalat";"ug/L";0;0;0;0.170769230769231;0.273809523809524;0.0889157509157509
34;"Dibutylphthalat";"ug/L";0.356521739130435;0;0.32;0.326923076923077;0;0.200688963210702
35;"Diethylphthalat";"ug/L";0.18695652173913;0;0.182857142857143;0.180769230769231;0;0.110116579073101
36;"Dimethylphthalat";"ug/L";0.164130434782609;0;0;0;0;0.0328260869565217
37;"Dioctylphthalat";"ug/L";0.260869565217391;0;0.490992856655438;0.315384615384615;0.562936561750191;0.326036719801527
38;"Diethylhexylphthalat (DEHP)";"ug/L";1.38521739130435;0.742857142857143;4.52427518160783;0.748461538461539;2.17714285714286;1.91559082227474
39;"Di-iso-decylphthalat + Di-iso-nonylphthalat";"ug/L";5.69590909090909;3.09473684210526;19.3309657309581;3.63307692307692;31.5444786651993;12.6598334504497
40;"Carbendazim";"ug/L";0.416880597816016;0.0176431615580742;0.027988120273699;0.124285714285714;0.0477272727272727;0.126904973332155
41;"Cybutryn";"ug/L";0.0108695652173913;0;0;0.0107142857142857;0.0104545454545455;0.00640767927724449
42;"Diazinon";"ug/L";0.011304347826087;0.0104761904761905;0.0114285714285714;0.0107142857142857;0.0118181818181818;0.0111483154526633
43;"Diuron";"ug/L";0.197826086956522;0;0.0575;0.0892857142857143;0.0259090909090909;0.0741041784302654
44;"Tebuconazol";"ug/L";0.0256521739130435;0.0114285714285714;0.0135714285714286;0.0128571428571429;0.0109090909090909;0.0148836815358554
45;"2,4-Dichlorphenoxyessigsäure (2,4-D)";"ug/L";0;0.0133333333333333;0;0.0264285714285714;0.0104545454545455;0.01004329004329
47;"Glyphosat";"ug/L";0.582147691274307;0.0449806917166049;0.196428571428571;0.195276190850309;0.404545454545455;0.284675719963049
48;"AMPA";"ug/L";0.131818181818182;0.0523809523809524;0.0621428571428571;0.11;0.198636363636364;0.110995670995671
49;"Isoproturon";"ug/L";0.0165217391304348;0.0164285714285714;0.0225;0.0446428571428571;0;0.0200186335403727
50;"Mecoprop";"ug/L";1.00782608695652;0.622380952380952;0;0.350714285714286;0.269026441300014;0.449989553270355
51;"Terbuthylazin";"ug/L";0.0611960527050416;0.0595828572137544;0.0801144361937729;0.0677954888057618;0.0564821699435604;0.0650342009723782
52;"Terbutryn";"ug/L";0.0921739130434783;0.0111904761904762;0.0125275187811339;0.1075;0.0374977349425245;0.0521779285915226
54;"Diethyltoluamid (DEET)";"ug/L";0.0363157894736842;0.026875;0.0338461538461538;0.0272727272727273;0.0326666666666667;0.0313952674518464
